Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Item_Outlet_Sales
9.895,Non-Edible,0.060160503,Household,232.2642,1,Tier 1,Supermarket Type1,NC,578.3331
10.195,Low Fat,0.051953489000000005,Breads,33.8558,2,Tier 2,Supermarket Type1,FD,829.8961
12.35,Regular,0.0,Meat,199.0426,2,Tier 3,Supermarket Type1,FD,-45.134285
15.75,Low Fat,0.277579189,Dairy,39.6506,2,Tier 3,Grocery Store,DR,33.81501
13.8,Low Fat,0.013338995,Canned,109.7254,2,Tier 2,Supermarket Type1,FD,648.098
7.42,Regular,0.025793045,Snack Foods,187.9872,2,Tier 2,Supermarket Type1,FD,-45.134285
15.6,Regular,0.09912501300000001,Dairy,63.0194,0,Tier 2,Supermarket Type1,FD,-108.00443
10.895,Regular,0.032447909,Frozen Foods,146.9102,0,Tier 2,Supermarket Type1,FD,-108.00443
5.94,Low Fat,0.06286939700000001,Breakfast,132.8626,1,Tier 3,Supermarket Type3,FD,37.321648
18.85,Regular,0.17192249999999998,Snack Foods,156.7972,1,Tier 3,Supermarket Type3,FD,-22.342669
18.6,Non-Edible,0.01270511,Household,122.8414,1,Tier 3,Supermarket Type2,NC,627.32446
12.5,Non-Edible,0.103863648,Household,168.8448,1,Tier 3,Supermarket Type2,NC,627.32446
20.75,Low Fat,0.007583861,Snack Foods,107.0622,1,Tier 3,Supermarket Type2,FD,-9.253067
20.35,Low Fat,0.060822825999999997,Baking Goods,234.6616,2,Tier 2,Supermarket Type1,FD,-37.608574
9.8,Low Fat,0.10732095900000001,Fruits and Vegetables,176.33700000000002,2,Tier 2,Supermarket Type1,FD,-55.58394
17.85,Low Fat,0.08739586699999999,Breads,194.2794,2,Tier 3,Supermarket Type1,FD,829.8961
17.25,Regular,0.08429269,Baking Goods,40.6138,0,Tier 1,Grocery Store,FD,-22.342669
6.235,Non-Edible,0.020280634,Household,258.4962,1,Tier 3,Supermarket Type2,NC,627.32446
6.32,Non-Edible,0.0,Household,117.0808,1,Tier 3,Supermarket Type3,NC,626.4032
9.8,Regular,0.056474207,Breads,85.6908,1,Tier 1,Supermarket Type1,FD,773.4229
6.215,Low Fat,0.012148905,Fruits and Vegetables,36.5848,0,Tier 1,Supermarket Type1,FD,-82.86618
7.935,Non-Edible,0.0,Household,264.791,2,Tier 2,Supermarket Type1,NC,589.739
16.6,Low Fat,0.10298654199999999,Fruits and Vegetables,117.9466,0,Tier 1,Supermarket Type1,FD,-82.86618
15.1,Low Fat,0.05263512,Meat,244.2512,2,Tier 2,Supermarket Type1,FD,-37.608574
10.395,Low Fat,0.112731284,Snack Foods,59.922,2,Tier 2,Supermarket Type1,FD,-37.608574
10.695,Non-Edible,0.047147628,Household,170.8422,1,Tier 3,Supermarket Type3,NC,626.4032
10.5,Low Fat,0.019088324,Soft Drinks,185.924,2,Tier 2,Supermarket Type1,DR,-37.608574
18.25,Low Fat,0.015365323,Snack Foods,197.3084,2,Tier 2,Supermarket Type1,FD,-37.608574
20.75,Low Fat,0.089765562,Breakfast,194.6478,2,Tier 2,Supermarket Type1,FD,2.2122707
8.185,Low Fat,0.046475348,Fruits and Vegetables,47.9692,0,Tier 2,Supermarket Type1,FD,-82.86618
9.5,Regular,0.035144569,Fruits and Vegetables,171.8448,0,Tier 2,Supermarket Type1,FD,-125.97979
15.3,Regular,0.141879554,Canned,215.1218,2,Tier 3,Grocery Store,FD,793.4928
19.35,Regular,0.058279823,Fruits and Vegetables,237.4564,1,Tier 3,Supermarket Type2,FD,-41.890514
9.395,Low Fat,0.09932160699999999,Snack Foods,104.928,2,Tier 2,Supermarket Type1,FD,-37.608574
16.1,Non-Edible,0.0148655,Health and Hygiene,143.2154,1,Tier 3,Supermarket Type3,NC,626.4032
5.46,Regular,0.179191782,Fruits and Vegetables,146.2786,2,Tier 3,Grocery Store,FD,63.631226
18.35,Low Fat,0.033265629,Dairy,152.334,1,Tier 1,Supermarket Type1,DR,-62.24555
14.75,Low Fat,0.089827705,Snack Foods,114.4518,2,Tier 2,Supermarket Type1,FD,-37.608574
19.7,Regular,0.030169768,Meat,103.79899999999999,2,Tier 3,Grocery Store,FD,81.60658
18.6,Non-Edible,0.118848485,Others,55.3588,2,Tier 2,Supermarket Type1,NC,589.739
20.25,Regular,0.0,Canned,184.6924,0,Tier 2,Supermarket Type1,FD,606.21136
6.215,Regular,0.049612317999999996,Baking Goods,224.1062,0,Tier 2,Supermarket Type1,FD,-108.00443
13.0,Non-Edible,0.083179333,Household,62.0194,1,Tier 3,Supermarket Type2,NC,627.32446
11.5,Low Fat,0.174497541,Fruits and Vegetables,128.8652,2,Tier 2,Supermarket Type1,FD,-55.58394
9.105,Non-Edible,0.038541712,Household,33.09,1,Tier 1,Supermarket Type1,NC,578.3331
11.5,Low Fat,0.046123804000000004,Snack Foods,118.6124,0,Tier 1,Supermarket Type1,FD,-64.890816
6.13,Low Fat,0.10276898400000001,Fruits and Vegetables,54.7298,2,Tier 2,Supermarket Type1,FD,-55.58394
12.85,Low Fat,0.033179231000000003,Snack Foods,171.5422,0,Tier 1,Supermarket Type1,FD,-64.890816
8.575,Low Fat,0.023923093,Soft Drinks,105.52799999999999,1,Tier 1,Supermarket Type1,DR,-62.24555
9.695,Regular,0.047390108,Frozen Foods,245.0144,2,Tier 3,Supermarket Type1,FD,-45.134285
16.7,Low Fat,0.070333939,Fruits and Vegetables,110.7912,2,Tier 2,Supermarket Type1,FD,-55.58394
5.5,Non-Edible,0.078832748,Others,101.5016,2,Tier 3,Grocery Store,NC,653.6019
11.8,Non-Edible,0.0,Health and Hygiene,177.2686,0,Tier 2,Supermarket Type1,NC,578.3331
6.235,Non-Edible,0.020181546,Household,260.1962,2,Tier 3,Supermarket Type1,NC,589.739
16.25,Low Fat,0.078153958,Canned,91.3804,0,Tier 2,Supermarket Type1,FD,623.1453
13.65,Low Fat,0.015898191000000002,Breads,229.7668,2,Tier 3,Supermarket Type1,FD,829.8961
7.51,Low Fat,0.09851376,Frozen Foods,36.7164,1,Tier 3,Supermarket Type3,FD,-10.174335
19.7,Regular,0.016297311999999998,Canned,186.3556,2,Tier 2,Supermarket Type1,FD,666.75195
9.5,Regular,0.022183497000000003,Meat,196.9452,2,Tier 2,Supermarket Type1,FD,-45.134285
19.7,Non-Edible,0.026958635,Household,98.5726,1,Tier 3,Supermarket Type2,NC,627.32446
10.8,Low Fat,0.09833192699999999,Meat,100.5042,2,Tier 3,Supermarket Type1,FD,-37.608574
15.85,Regular,0.121879396,Baking Goods,61.222,2,Tier 2,Supermarket Type1,FD,-45.134285
9.6,Low Fat,0.051758515,Snack Foods,259.462,2,Tier 2,Supermarket Type1,FD,-37.608574
19.7,Low Fat,0.04126841,Soft Drinks,80.6592,2,Tier 3,Grocery Store,DR,26.25439
7.275,Low Fat,0.027947642,Snack Foods,146.876,0,Tier 1,Supermarket Type1,FD,-64.890816
8.195,Low Fat,0.031581072,Baking Goods,93.4462,2,Tier 2,Supermarket Type1,FD,-37.608574
13.5,Regular,0.12578499,Snack Foods,261.691,1,Tier 3,Supermarket Type2,FD,-23.91515
20.2,Non-Edible,0.11229997900000001,Household,126.4046,0,Tier 2,Supermarket Type1,NC,578.3331
11.15,Regular,0.086417608,Snack Foods,168.679,2,Tier 2,Supermarket Type1,FD,-45.134285
10.895,Non-Edible,0.054672984,Health and Hygiene,101.0358,1,Tier 3,Supermarket Type3,NC,626.4032
8.6,Non-Edible,0.0693587,Household,89.9146,2,Tier 3,Supermarket Type1,NC,589.739
15.5,Low Fat,0.08805305199999999,Canned,117.0124,0,Tier 1,Grocery Store,FD,677.8618
9.195,Low Fat,0.107801614,Snack Foods,182.3634,2,Tier 3,Supermarket Type1,FD,-37.608574
10.8,Low Fat,0.08271731,Dairy,192.6504,2,Tier 2,Supermarket Type1,FD,-37.608574
17.75,Low Fat,0.014580168999999999,Fruits and Vegetables,157.5262,0,Tier 1,Supermarket Type1,FD,-82.86618
10.6,Non-Edible,0.035391991,Health and Hygiene,86.8224,2,Tier 2,Supermarket Type1,NC,589.739
7.935,Low Fat,0.017153018,Dairy,48.135,0,Tier 2,Supermarket Type1,FD,-64.890816
11.5,Regular,0.125498428,Frozen Foods,99.7358,2,Tier 3,Supermarket Type1,FD,-45.134285
17.6,Regular,0.041346719,Snack Foods,37.819,2,Tier 3,Supermarket Type1,FD,-45.134285
11.65,Regular,0.010980551000000002,Meat,110.7544,2,Tier 2,Supermarket Type1,FD,-45.134285
12.85,Low Fat,0.033355494,Fruits and Vegetables,198.5768,1,Tier 3,Supermarket Type2,FD,-27.228428
14.3,Low Fat,0.12254803199999999,Dairy,122.17299999999999,0,Tier 2,Supermarket Type1,FD,-64.890816
12.6,Low Fat,0.024232347,Dairy,36.1874,1,Tier 1,Supermarket Type1,FD,-64.890816
8.67,Low Fat,0.065806717,Soft Drinks,144.6128,2,Tier 2,Supermarket Type1,DR,-37.608574
6.825,Regular,0.046707264000000005,Canned,151.9998,1,Tier 1,Supermarket Type1,FD,606.21136
20.7,Regular,0.0,Frozen Foods,118.6466,0,Tier 2,Supermarket Type1,FD,-108.00443
10.195,Low Fat,0.051741590999999997,Breads,35.2558,1,Tier 1,Supermarket Type1,FD,816.61115
5.905,Low Fat,0.045643610999999994,Canned,222.0456,0,Tier 2,Supermarket Type1,FD,623.1453
11.400327868852452,Low Fat,0.081615145,Baking Goods,38.6164,1,Tier 3,Supermarket Type3,FD,-10.174335
10.895,Low Fat,0.026989658,Frozen Foods,107.728,1,Tier 3,Supermarket Type2,FD,-9.253067
7.52,Low Fat,0.055439323,Fruits and Vegetables,130.0994,2,Tier 2,Supermarket Type1,FD,-55.58394
6.405,Low Fat,0.136300946,Snack Foods,126.0678,0,Tier 1,Supermarket Type1,FD,-64.890816
12.5,Non-Edible,0.018833177,Health and Hygiene,97.8384,2,Tier 3,Supermarket Type1,NC,589.739
18.2,Regular,0.026211917,Baking Goods,241.3196,2,Tier 2,Supermarket Type1,FD,-45.134285
5.19,Low Fat,0.042585419000000006,Frozen Foods,196.91099999999997,2,Tier 3,Supermarket Type1,FD,-37.608574
7.05,Regular,0.055671183,Breads,222.3088,2,Tier 2,Supermarket Type1,FD,822.2957
9.035,Regular,0.173436917,Meat,150.0708,0,Tier 2,Supermarket Type1,FD,-108.00443
7.0,Low Fat,0.253421913,Canned,106.228,2,Tier 3,Grocery Store,FD,715.09125
7.72,Low Fat,0.121419594,Fruits and Vegetables,120.244,2,Tier 3,Supermarket Type1,FD,-55.58394
7.235,Regular,0.02858175,Canned,116.4492,1,Tier 3,Supermarket Type3,FD,691.87317
6.195,Regular,0.10935376,Baking Goods,120.4098,0,Tier 2,Supermarket Type1,FD,-108.00443
6.615,Regular,0.09211484699999999,Canned,248.7408,1,Tier 1,Supermarket Type1,FD,606.21136
9.695,Non-Edible,0.113844617,Health and Hygiene,157.8604,2,Tier 3,Supermarket Type1,NC,589.739
12.3,Low Fat,0.060763988,Breakfast,164.0526,1,Tier 3,Supermarket Type3,FD,37.321648
9.3,Low Fat,0.08936834099999999,Canned,143.8786,1,Tier 3,Supermarket Type2,FD,678.7831
7.1,Low Fat,0.18413701,Fruits and Vegetables,172.808,2,Tier 3,Grocery Store,FD,11.409352
13.1,Low Fat,0.07492586,Dairy,75.3354,0,Tier 2,Supermarket Type1,FD,-64.890816
11.5,Low Fat,0.014890695,Starchy Foods,174.108,2,Tier 2,Supermarket Type1,FD,130.91266
6.825,Regular,0.046595951,Canned,153.0998,2,Tier 3,Supermarket Type1,FD,666.75195
6.52,Low Fat,0.044697626,Canned,166.5842,2,Tier 2,Supermarket Type1,FD,648.098
8.26,Low Fat,0.034404287,Hard Drinks,113.5834,0,Tier 1,Supermarket Type1,DR,-65.74574
5.695,Regular,0.108844791,Baking Goods,118.5098,1,Tier 3,Supermarket Type3,FD,-22.342669
15.2,Regular,0.007111808000000001,Snack Foods,39.348,1,Tier 3,Supermarket Type3,FD,-22.342669
9.1,Low Fat,0.037643694,Soft Drinks,192.0188,1,Tier 3,Supermarket Type3,DR,-14.175525
15.0,Low Fat,0.118890636,Snack Foods,227.9694,0,Tier 1,Supermarket Type1,FD,-64.890816
9.6,Low Fat,0.036358713,Fruits and Vegetables,140.0154,2,Tier 2,Supermarket Type1,FD,-55.58394
10.695,Regular,0.127986136,Dairy,120.344,2,Tier 2,Supermarket Type1,FD,-45.134285
9.6,Non-Edible,0.024477166,Health and Hygiene,189.6214,0,Tier 1,Supermarket Type1,NC,578.3331
9.5,Regular,0.13308693300000002,Frozen Foods,230.1668,1,Tier 3,Supermarket Type2,FD,-23.91515
13.5,Regular,0.159690469,Fruits and Vegetables,144.2102,0,Tier 2,Supermarket Type1,FD,-125.97979
17.7,Non-Edible,0.082951105,Household,173.7422,0,Tier 1,Grocery Store,NC,626.4032
12.5,Regular,0.109992376,Fruits and Vegetables,81.1592,0,Tier 1,Supermarket Type1,FD,-125.97979
18.7,Non-Edible,0.046276017,Health and Hygiene,154.2682,1,Tier 3,Supermarket Type2,NC,627.32446
12.5,Low Fat,0.071244009,Starchy Foods,127.102,0,Tier 1,Supermarket Type1,FD,57.7252
7.27,Non-Edible,0.046550645,Health and Hygiene,100.4384,0,Tier 2,Supermarket Type1,NC,578.3331
6.8,Low Fat,0.037649797,Baking Goods,49.5034,1,Tier 3,Supermarket Type2,FD,-9.253067
6.36,Non-Edible,0.00600295,Household,166.1526,1,Tier 3,Supermarket Type2,NC,627.32446
11.395,Non-Edible,0.009876591,Health and Hygiene,48.2034,0,Tier 2,Supermarket Type1,NC,578.3331
16.0,Low Fat,0.06579990599999999,Fruits and Vegetables,177.0054,0,Tier 1,Grocery Store,FD,-28.149696
8.63,Regular,0.032909657,Snack Foods,112.9518,0,Tier 1,Supermarket Type1,FD,-108.00443
10.0,Low Fat,0.06475210099999999,Fruits and Vegetables,243.3144,2,Tier 3,Grocery Store,FD,11.409352
12.6,Low Fat,0.081651205,Breads,61.6194,2,Tier 3,Grocery Store,FD,880.99164
12.85,Low Fat,0.022599777,Fruits and Vegetables,179.2318,0,Tier 2,Supermarket Type1,FD,-82.86618
11.0,Non-Edible,0.03788768,Health and Hygiene,40.648,0,Tier 2,Supermarket Type1,NC,578.3331
16.25,Regular,0.049175079000000003,Fruits and Vegetables,151.5682,1,Tier 3,Supermarket Type2,FD,-41.890514
6.965,Non-Edible,0.028543185,Household,159.4604,0,Tier 2,Supermarket Type1,NC,578.3331
7.97,Low Fat,0.034446434,Soft Drinks,170.7422,0,Tier 2,Supermarket Type1,DR,-62.24555
12.15,Non-Edible,0.0,Others,254.00400000000002,1,Tier 1,Supermarket Type1,NC,578.3331
15.35,Low Fat,0.073581718,Soft Drinks,94.412,1,Tier 3,Supermarket Type2,DR,-13.254256
20.7,Low Fat,0.17076896100000002,Canned,183.5266,2,Tier 2,Supermarket Type1,FD,648.098
10.0,Low Fat,0.067208123,Snack Foods,235.55900000000003,0,Tier 1,Supermarket Type1,FD,-64.890816
7.85,Low Fat,0.162949459,Hard Drinks,145.0444,0,Tier 2,Supermarket Type1,DR,-65.74574
10.1,Low Fat,0.032232864,Canned,50.9008,1,Tier 3,Supermarket Type2,FD,678.7831
19.0,Non-Edible,0.130065297,Household,188.6872,2,Tier 2,Supermarket Type1,NC,589.739
12.15,Regular,0.042922946,Meat,184.695,2,Tier 2,Supermarket Type1,FD,-45.134285
14.65,Non-Edible,0.011235608000000001,Others,57.0614,1,Tier 3,Supermarket Type2,NC,627.32446
8.235,Low Fat,0.082412268,Baking Goods,148.5076,0,Tier 2,Supermarket Type1,FD,-64.890816
20.2,Low Fat,0.06462627,Snack Foods,256.2646,1,Tier 3,Supermarket Type2,FD,-9.253067
17.1,Regular,0.07404547,Fruits and Vegetables,205.8638,0,Tier 2,Supermarket Type1,FD,-125.97979
15.5,Regular,0.157816029,Snack Foods,145.4418,2,Tier 2,Supermarket Type1,FD,-45.134285
19.0,Regular,0.065767041,Fruits and Vegetables,189.6214,2,Tier 2,Supermarket Type1,FD,-63.109657
11.8,Regular,0.026031835,Meat,101.2674,1,Tier 3,Supermarket Type2,FD,-23.91515
20.2,Non-Edible,0.011868237,Household,154.434,1,Tier 3,Supermarket Type2,NC,627.32446
15.1,Low Fat,0.052420442000000005,Meat,242.4512,1,Tier 1,Supermarket Type1,FD,-64.890816
7.05,Low Fat,0.08544662300000001,Snack Foods,107.8912,2,Tier 2,Supermarket Type1,FD,-37.608574
6.46,Regular,0.049153588,Fruits and Vegetables,145.3102,0,Tier 2,Supermarket Type1,FD,-125.97979
8.945,Regular,0.08757299,Dairy,261.191,2,Tier 3,Supermarket Type1,FD,-45.134285
10.5,Non-Edible,0.0,Household,170.6106,2,Tier 2,Supermarket Type1,NC,589.739
21.25,Non-Edible,0.11360343199999999,Health and Hygiene,231.73,0,Tier 1,Supermarket Type1,NC,578.3331
16.7,Regular,0.070058787,Baking Goods,190.3214,2,Tier 2,Supermarket Type1,FD,-45.134285
7.5,Regular,0.136978402,Frozen Foods,160.4236,1,Tier 3,Supermarket Type3,FD,-22.342669
5.11,Non-Edible,0.0,Household,164.12099999999998,1,Tier 1,Supermarket Type1,NC,578.3331
15.6,Low Fat,0.12093225099999999,Fruits and Vegetables,121.044,1,Tier 3,Supermarket Type3,FD,-28.149696
11.0,Low Fat,0.00898298,Meat,123.0756,1,Tier 3,Supermarket Type2,FD,-9.253067
9.6,Non-Edible,0.00673599,Household,166.4184,2,Tier 2,Supermarket Type1,NC,589.739
16.0,Low Fat,0.053288809000000006,Dairy,257.5672,0,Tier 1,Grocery Store,FD,-2.6137035
12.305705009276451,Low Fat,0.018957441999999998,Soft Drinks,188.324,1,Tier 3,Supermarket Type3,DR,-14.175525
7.84,Regular,0.153733623,Canned,51.935,1,Tier 1,Supermarket Type1,FD,606.21136
17.1,Regular,0.032925311,Fruits and Vegetables,223.5772,0,Tier 1,Grocery Store,FD,-40.318035
9.1,Regular,0.008034386999999999,Frozen Foods,82.5618,0,Tier 1,Supermarket Type1,FD,-108.00443
15.1,Non-Edible,0.051902594,Household,44.7086,0,Tier 1,Grocery Store,NC,626.4032
13.1,Non-Edible,0.012124086000000001,Others,190.753,2,Tier 2,Supermarket Type1,NC,589.739
10.0,Regular,0.105799985,Frozen Foods,155.0656,0,Tier 1,Grocery Store,FD,-22.342669
7.865,Low Fat,0.061308404000000004,Breakfast,164.8526,1,Tier 3,Supermarket Type2,FD,38.242916
7.445,Low Fat,0.0,Baking Goods,77.2354,2,Tier 3,Supermarket Type1,FD,-37.608574
11.1,Low Fat,0.060090767,Fruits and Vegetables,152.5366,1,Tier 3,Supermarket Type2,FD,-27.228428
20.75,Low Fat,0.0,Fruits and Vegetables,123.37299999999999,0,Tier 1,Supermarket Type1,FD,-82.86618
16.7,Regular,0.101891731,Baking Goods,98.7384,2,Tier 3,Grocery Store,FD,81.60658
20.7,Low Fat,0.021413299,Baking Goods,158.2288,2,Tier 3,Supermarket Type1,FD,-37.608574
13.35,Low Fat,0.048101713,Breads,216.0166,1,Tier 1,Supermarket Type1,FD,816.61115
10.195,Low Fat,0.08045572599999999,Snack Foods,120.14399999999999,2,Tier 2,Supermarket Type1,FD,-37.608574
7.3,Low Fat,0.16763712,Frozen Foods,45.506,1,Tier 3,Supermarket Type3,FD,-10.174335
10.3,Non-Edible,0.116932555,Health and Hygiene,155.463,0,Tier 1,Supermarket Type1,NC,578.3331
11.35,Regular,0.023417483,Dairy,185.1608,1,Tier 3,Supermarket Type2,FD,-16.354525
8.355,Low Fat,0.0,Baking Goods,93.5462,1,Tier 1,Supermarket Type1,FD,-64.890816
5.26,Regular,0.0,Breads,96.3068,0,Tier 1,Supermarket Type1,FD,773.4229
16.7,Regular,0.062140968,Snack Foods,60.8562,1,Tier 1,Supermarket Type1,FD,-108.00443
8.1,Regular,0.019849032,Canned,87.7198,1,Tier 3,Supermarket Type2,FD,690.30066
18.85,Regular,0.022316641,Fruits and Vegetables,229.5036,1,Tier 3,Supermarket Type3,FD,-40.318035
15.2,Low Fat,0.050461669,Soft Drinks,95.5752,2,Tier 2,Supermarket Type1,DR,-37.608574
10.3,Regular,0.05017202,Canned,80.596,2,Tier 2,Supermarket Type1,FD,666.75195
14.0,Low Fat,0.030069149,Fruits and Vegetables,217.4192,2,Tier 3,Supermarket Type1,FD,-55.58394
13.224769381746881,Regular,0.070394702,Canned,190.053,0,Tier 1,Grocery Store,FD,691.87317
7.275,Low Fat,0.0,Snack Foods,146.776,2,Tier 2,Supermarket Type1,FD,-37.608574
12.987879554655919,Non-Edible,0.0,Health and Hygiene,193.5794,0,Tier 1,Grocery Store,NC,626.4032
13.3,Regular,0.07156365099999999,Fruits and Vegetables,59.9536,1,Tier 1,Supermarket Type1,FD,-125.97979
16.35,Regular,0.032284472,Soft Drinks,123.973,1,Tier 3,Supermarket Type3,DR,-26.343868
17.75,Low Fat,0.055063016,Fruits and Vegetables,144.5444,0,Tier 2,Supermarket Type1,FD,-82.86618
20.2,Regular,0.0,Breakfast,157.363,2,Tier 2,Supermarket Type1,FD,11.328682
8.905,Low Fat,0.23956881100000002,Frozen Foods,60.4878,2,Tier 3,Grocery Store,FD,29.38472
15.7,Regular,0.0,Meat,205.798,2,Tier 3,Supermarket Type1,FD,-45.134285
8.615,Low Fat,0.0,Fruits and Vegetables,92.9436,1,Tier 1,Supermarket Type1,FD,-82.86618
6.615,Regular,0.153942031,Canned,249.7408,2,Tier 3,Grocery Store,FD,793.4928
16.0,Regular,0.11559240900000001,Fruits and Vegetables,58.1246,0,Tier 1,Supermarket Type1,FD,-125.97979
4.92,Low Fat,0.046048229,Baking Goods,200.0084,2,Tier 2,Supermarket Type1,FD,-37.608574
18.7,Regular,0.09172030199999999,Meat,180.8292,1,Tier 1,Supermarket Type1,FD,-108.00443
7.72,Low Fat,0.203400773,Fruits and Vegetables,118.944,2,Tier 3,Grocery Store,FD,11.409352
8.39,Non-Edible,0.046870135,Others,99.3016,1,Tier 3,Supermarket Type3,NC,626.4032
5.19,Regular,0.044502932,Meat,101.699,2,Tier 2,Supermarket Type1,FD,-45.134285
15.7,Regular,0.008735936,Meat,205.998,0,Tier 1,Supermarket Type1,FD,-108.00443
14.65,Low Fat,0.285077835,Hard Drinks,54.1614,2,Tier 3,Grocery Store,DR,22.754208
17.6,Regular,0.041465077999999995,Snack Foods,38.119,2,Tier 2,Supermarket Type1,FD,-45.134285
19.75,Non-Edible,0.014289425,Household,103.8332,2,Tier 3,Supermarket Type1,NC,589.739
17.35,Regular,0.06285168299999999,Baking Goods,90.583,0,Tier 1,Supermarket Type1,FD,-108.00443
5.44,Regular,0.017058723,Baking Goods,176.037,0,Tier 2,Supermarket Type1,FD,-108.00443
11.1,Low Fat,0.110580006,Fruits and Vegetables,190.0846,2,Tier 3,Supermarket Type1,FD,-55.58394
16.75,Low Fat,0.021310584,Hard Drinks,52.2298,1,Tier 3,Supermarket Type2,DR,-16.754436
20.35,Low Fat,0.101598896,Baking Goods,232.7616,2,Tier 3,Grocery Store,FD,29.38472
5.86,Regular,0.0,Meat,155.9314,2,Tier 2,Supermarket Type1,FD,-45.134285
13.1,Low Fat,0.075245304,Dairy,77.1354,1,Tier 3,Supermarket Type2,FD,-1.6924334
10.65,Low Fat,0.023951515,Fruits and Vegetables,56.0272,2,Tier 3,Supermarket Type1,FD,-55.58394
9.0,Non-Edible,0.069828759,Health and Hygiene,263.6884,1,Tier 3,Supermarket Type2,NC,627.32446
8.985,Low Fat,0.183403018,Fruits and Vegetables,100.47,0,Tier 1,Supermarket Type1,FD,-82.86618
6.115,Low Fat,0.09101143800000001,Fruits and Vegetables,77.0986,0,Tier 1,Grocery Store,FD,-28.149696
8.96,Regular,0.062868628,Frozen Foods,228.6668,1,Tier 3,Supermarket Type3,FD,-22.342669
14.5,Low Fat,0.064321473,Canned,151.7682,1,Tier 3,Supermarket Type2,FD,678.7831
19.25,Regular,0.027080602000000002,Meat,197.611,0,Tier 1,Supermarket Type1,FD,-108.00443
6.785,Regular,0.023010532,Snack Foods,209.1928,1,Tier 1,Supermarket Type1,FD,-108.00443
16.7,Regular,0.038520942999999995,Snack Foods,144.6102,0,Tier 2,Supermarket Type1,FD,-108.00443
6.46,Regular,0.049262587999999996,Fruits and Vegetables,147.6102,2,Tier 2,Supermarket Type1,FD,-63.109657
17.35,Regular,0.146272238,Seafood,151.505,0,Tier 2,Supermarket Type1,FD,-108.00443
7.27,Regular,0.023042273,Snack Foods,42.6428,1,Tier 3,Supermarket Type3,FD,-22.342669
9.195,Regular,0.122281599,Fruits and Vegetables,99.4016,0,Tier 2,Supermarket Type1,FD,-125.97979
20.1,Regular,0.054677324000000006,Frozen Foods,151.7366,1,Tier 3,Supermarket Type2,FD,-23.91515
16.35,Non-Edible,0.017089325,Household,95.84100000000001,2,Tier 2,Supermarket Type1,NC,589.739
6.75,Regular,0.108238986,Dairy,97.2752,0,Tier 1,Supermarket Type1,FD,-108.00443
6.36,Non-Edible,0.0059878909999999995,Household,163.6526,1,Tier 1,Supermarket Type1,NC,578.3331
8.895,Regular,0.039033732,Baking Goods,207.8296,0,Tier 2,Supermarket Type1,FD,-108.00443
20.2,Non-Edible,0.05580601599999999,Household,117.4492,1,Tier 3,Supermarket Type3,NC,626.4032
14.7,Low Fat,0.062307997000000004,Breads,217.4166,0,Tier 1,Grocery Store,FD,855.42993
18.2,Regular,0.0,Baking Goods,241.4196,2,Tier 3,Supermarket Type1,FD,-45.134285
5.88,Low Fat,0.086808977,Frozen Foods,152.7998,1,Tier 3,Supermarket Type2,FD,-9.253067
9.195,Regular,0.051607098,Baking Goods,77.8644,0,Tier 2,Supermarket Type1,FD,-108.00443
8.43,Non-Edible,0.177546973,Household,171.9422,2,Tier 3,Supermarket Type1,NC,589.739
12.85,Low Fat,0.281955554,Frozen Foods,46.006,2,Tier 3,Grocery Store,FD,29.38472
10.8,Low Fat,0.029061192000000003,Snack Foods,240.0222,1,Tier 3,Supermarket Type2,FD,-9.253067
7.145,Low Fat,0.017786864,Frozen Foods,161.0578,0,Tier 1,Supermarket Type1,FD,-64.890816
14.8,Low Fat,0.04513213,Soft Drinks,77.167,2,Tier 2,Supermarket Type1,DR,-37.608574
18.7,Regular,0.070632902,Frozen Foods,231.201,2,Tier 3,Supermarket Type1,FD,-45.134285
6.61,Regular,0.029175827,Snack Foods,186.5898,2,Tier 2,Supermarket Type1,FD,-45.134285
20.0,Regular,0.10429446,Canned,105.5622,2,Tier 2,Supermarket Type1,FD,666.75195
9.285,Regular,0.049239282,Frozen Foods,244.1144,2,Tier 3,Supermarket Type1,FD,-45.134285
7.52,Low Fat,0.055117075,Fruits and Vegetables,128.7994,0,Tier 2,Supermarket Type1,FD,-82.86618
11.5,Regular,0.069961219,Snack Foods,66.4484,1,Tier 3,Supermarket Type3,FD,-22.342669
8.85,Non-Edible,0.016044864,Household,103.1964,1,Tier 1,Supermarket Type1,NC,578.3331
14.15,Low Fat,0.042145893,Dairy,51.7982,2,Tier 3,Supermarket Type1,DR,-37.608574
6.675,Non-Edible,0.021700021,Household,35.5874,1,Tier 1,Supermarket Type1,NC,578.3331
7.26,Low Fat,0.014423523,Meat,118.015,0,Tier 1,Supermarket Type1,FD,-64.890816
18.2,Low Fat,0.049319685,Fruits and Vegetables,150.0734,0,Tier 1,Supermarket Type1,FD,-82.86618
16.1,Low Fat,0.081387725,Fruits and Vegetables,49.6692,0,Tier 1,Grocery Store,FD,-28.149696
15.85,Low Fat,0.057429676,Snack Foods,53.2956,2,Tier 2,Supermarket Type1,FD,-37.608574
5.19,Low Fat,0.042794507,Frozen Foods,195.011,1,Tier 3,Supermarket Type2,FD,-9.253067
